,symbol,name
7,SH600103,青山纸业
8,SH601678,滨化股份
9,SH603266,天龙股份
10,SH600137,浪莎股份
11,SH603685,晨丰科技
12,SH603716,塞力斯
13,SH603527,众源新材
14,SH603822,嘉澳环保
15,SH600365,通葡股份
16,SH600650,锦江投资
17,SH600791,京能置业
18,SH600548,深高速
19,SH600152,维科技术
20,SH600081,东风科技
21,SH600829,人民同泰
22,SH600579,克劳斯
23,SH603337,杰克股份
24,SH603878,武进不锈
25,SH600679,上海凤凰
26,SH600399,ST抚钢
27,SH600351,XD亚宝药
28,SH603998,方盛制药
29,SH600818,中路股份
30,SH603033,三维股份
31,SH603330,上海天洋
32,SH600481,双良节能
33,SH600826,兰生股份
34,SH603087,甘李药业
35,SH601968,宝钢包装
36,SH603359,东珠生态
37,SH603711,香飘飘
38,SH600395,盘江股份
39,SH603192,汇得科技
40,SH600128,弘业股份
41,SH600505,西昌电力
42,SH600257,大湖股份
43,SH601949,中国出版
44,SH600279,重庆港九
45,SH603335,迪生力
46,SH603378,亚士创能
47,SH601101,昊华能源
48,SH600724,宁波富达
49,SH600400,红豆股份
50,SH600768,宁波富邦
51,SH603681,永冠新材
52,SH601991,大唐发电
53,SH603050,科林电气
54,SH600368,五洲交通
55,SH600052,浙江广厦
56,SH603938,三孚股份
57,SH600734,*ST实达
58,SH600405,动力源
59,SH603016,新宏泰
60,SH600262,北方股份
61,SH603967,中创物流
62,SH603567,珍宝岛
63,SH600322,天房发展
64,SH600020,中原高速
65,SH600613,神奇制药
66,SH603040,新坐标
67,SH603115,海星股份
68,SH600077,宋都股份
69,SH600576,祥源文化
70,SH601369,陕鼓动力
71,SH603918,金桥信息
72,SH600917,重庆燃气
73,SH600007,中国国贸
74,SH600335,国机汽车
75,SH600428,中远海特
76,SH600379,宝光股份
77,SH603303,得邦照明
78,SH600287,江苏舜天
79,SH600509,天富能源
80,SH603203,快克股份
81,SH603100,川仪股份
82,SH601619,嘉泽新能
83,SH603011,合锻智能
84,SH600182,S佳通
85,SH601886,江河集团
86,SH603992,松霖科技
87,SH603045,福达合金
88,SH603388,元成股份
89,SH600863,内蒙华电
0,SH603980,吉华集团
1,SH603767,中马传动
2,SH600722,金牛化工
3,SH603699,纽威股份
4,SH600135,乐凯胶片
5,SH603728,鸣志电器
6,SH603316,诚邦股份
7,SH603166,福达股份
8,SH600877,ST电能
9,SH600220,江苏阳光
10,SH603028,赛福天
11,SH603217,元利科技
12,SH600469,风神股份
13,SH603116,红蜻蜓
14,SH603966,法兰泰克
15,SH600475,华光环能
16,SH600035,楚天高速
17,SH601218,吉鑫科技
18,SH600758,辽宁能源
19,SH600796,钱江生化
20,SH601113,ST华鼎
21,SH603081,大丰实业
22,SH601019,山东出版
23,SH600603,广汇物流
24,SH600573,惠泉啤酒
25,SH603901,永创智能
26,SH603225,新凤鸣
27,SH600178,东安动力
28,SH603933,睿能科技
29,SH600691,阳煤化工
30,SH600960,渤海汽车
31,SH600800,天津磁卡
32,SH603380,易德龙
33,SH603086,先达股份
34,SH600871,石化油服
35,SH600058,五矿发展
36,SH603813,原尚股份
37,SH603768,常青股份
38,SH600076,康欣新材
39,SH603059,倍加洁
40,SH601158,重庆水务
41,SH600686,金龙汽车
42,SH600320,振华重工
43,SH603161,科华控股
44,SH603828,柯利达
45,SH603358,华达科技
46,SH603551,奥普家居
47,SH600526,菲达环保
48,SH603022,新通联
49,SH603226,菲林格尔
50,SH600851,海欣股份
51,SH603817,海峡环保
52,SH603311,金海环境
53,SH603535,嘉诚国际
54,SH600778,友好集团
55,SH600537,亿晶光电
56,SH600593,大连圣亚
57,SH600162,香江控股
58,SH603789,星光农机
59,SH603080,新疆火炬
60,SH603227,雪峰科技
61,SH600386,北巴传媒
62,SH603717,天域生态
63,SH603085,天成自控
64,SH600190,锦州港
65,SH603096,新经典
66,SH603558,健盛集团
67,SH600819,耀皮玻璃
68,SH603286,日盈电子
69,SH603268,松发股份
70,SH603321,梅轮电梯
71,SH603025,大豪科技
72,SH600620,天宸股份
73,SH600354,*ST敦种
74,SH603117,万林物流
75,SH603063,禾望电气
76,SH600236,桂冠电力
77,SH600681,百川能源
78,SH603365,水星家纺
79,SH603519,立霸股份
80,SH600683,京投发展
81,SH603386,广东骏亚
82,SH600269,赣粤高速
83,SH603657,春光科技
84,SH600101,明星电力
85,SH600179,*ST安通
86,SH603900,莱绅通灵
87,SH600653,申华控股
88,SH600853,龙建股份
89,SH601258,ST庞大
0,SH603331,百达精工
1,SH600355,精伦电子
2,SH603709,中源家居
3,SH603339,四方科技
4,SH600981,汇鸿集团
5,SH600883,博闻科技
6,SH603871,嘉友国际
7,SH600209,ST罗顿
8,SH600543,莫高股份
9,SH600156,华升股份
10,SH603167,渤海轮渡
11,SH603223,恒通股份
12,SH600939,重庆建工
13,SH603500,祥和实业
14,SH600889,南京化纤
15,SH600403,大有能源
16,SH601579,会稽山
17,SH603819,神力股份
18,SH600595,ST中孚
19,SH603398,邦宝益智
20,SH600163,中闽能源
21,SH600619,海立股份
22,SH600854,春兰股份
23,SH600213,亚星客车
24,SH600192,长城电工
25,SH603809,豪能股份
26,SH600561,江西长运
27,SH600698,ST天雁
28,SH601811,新华文轩
29,SH600841,上柴股份
30,SH603698,航天工程
31,SH603165,荣晟环保
32,SH600689,上海三毛
33,SH601996,丰林集团
34,SH600983,惠而浦
35,SH600744,华银电力
36,SH603320,迪贝电气
37,SH601107,四川成渝
38,SH600987,航民股份
39,SH603798,康普顿
40,SH603667,五洲新春
41,SH600272,开开实业
42,SH603507,振江股份
43,SH600774,汉商集团
44,SH600227,圣济堂
45,SH600844,丹化科技
46,SH601177,杭齿前进
47,SH600793,宜宾纸业
48,SH600463,空港股份
49,SH600231,凌钢股份
50,SH600684,珠江实业
51,SH600122,*ST宏图
52,SH603178,圣龙股份
53,SH600898,*ST美讯
54,SH600781,*ST辅仁
55,SH600370,三房巷
56,SH600836,*ST界龙
57,SH600429,三元股份
58,SH600798,宁波海运
59,SH600897,厦门空港
60,SH600992,贵绳股份
61,SH603889,新澳股份
62,SH601007,金陵饭店
63,SH600743,华远地产
64,SH600578,京能电力
65,SH603908,牧高笛
66,SH601566,九牧王
67,SH603041,美思德
68,SH603689,皖天然气
69,SH603076,乐惠国际
70,SH603036,如通股份
71,SH600215,*ST经开
72,SH600629,华建集团
73,SH603110,东方材料
74,SH601326,秦港股份
75,SH603015,弘讯科技
76,SH600232,金鹰股份
77,SH600310,桂东电力
78,SH603196,日播时尚
79,SH600180,瑞茂通
80,SH600067,冠城大通
81,SH600785,新华百货
82,SH601882,海天精工
83,SH603680,今创集团
84,SH600843,上工申贝
85,SH600615,丰华股份
86,SH603848,好太太
87,SH600321,正源股份
88,SH601339,百隆东方
89,SH600250,南纺股份
0,SH603332,苏州龙杰
1,SH603017,中衡设计
2,SH600202,哈空调
3,SH600805,悦达投资
4,SH603006,联明股份
5,SH603578,三星新材
6,SH600333,长春燃气
7,SH603126,中材节能
8,SH603656,泰禾光电
9,SH600292,远达环保
10,SH600086,*ST金钰
11,SH600735,新华锦
12,SH603829,洛凯股份
13,SH601500,通用股份
14,SH600661,昂立教育
15,SH603677,奇精机械
16,SH600367,红星发展
17,SH603963,大理药业
18,SH600605,汇通能源
19,SH603585,苏利股份
20,SH600248,延长化建
21,SH600644,乐山电力
22,SH603139,康惠制药
23,SH603278,大业股份
24,SH600969,郴电国际
25,SH603001,奥康国际
26,SH600121,郑州煤电
27,SH600275,ST昌鱼
28,SH600012,皖通高速
29,SH600033,福建高速
30,SH600978,*ST宜生
31,SH600099,林海股份
32,SH600098,广州发展
33,SH600289,*ST信通
34,SH600097,开创国际
35,SH600173,卧龙地产
36,SH600666,ST瑞德
37,SH603159,上海亚虹
38,SH600302,标准股份
39,SH603725,天安新材
40,SH603569,长久物流
41,SH600568,*ST中珠
42,SH603895,天永智能
43,SH603909,合诚股份
44,SH600847,万里股份
45,SH603898,好莱客
46,SH603580,艾艾精工
47,SH601368,绿城水务
48,SH600080,ST金花
49,SH600784,鲁银投资
50,SH600769,祥龙电业
51,SH603098,森特股份
52,SH600483,福能股份
53,SH603315,福鞍股份
54,SH600255,*ST梦舟
55,SH600212,*ST江泉
56,SH603199,九华旅游
57,SH600792,云煤能源
58,SH600082,海泰发展
59,SH603818,曲美家居
60,SH600290,*ST华仪
61,SH600599,*ST熊猫
62,SH603586,金麒麟
63,SH600647,同达创业
64,SH603177,德创环保
65,SH600356,恒丰纸业
66,SH603800,道森股份
67,SH600749,西藏旅游
68,SH603778,乾景园林
69,SH603518,锦泓集团
70,SH600856,*ST中天
71,SH600159,大龙地产
72,SH600530,*ST交昂
73,SH600083,*ST博信
74,SH603628,清源股份
75,SH603955,大千生态
76,SH603615,茶花股份
77,SH600706,曲江文旅
78,SH600608,ST沪科
79,SH603637,镇海股份
80,SH600175,退市美都
81,SH600719,大连热电
82,SH600671,*ST目药
83,SH600149,ST坊展
84,SH603926,铁流股份
85,SH600238,ST椰岛
86,SH600665,XD天地源
87,SH601188,龙江交通
88,SH600982,宁波热电
89,SH600444,国机通用
0,SH603860,中公高科
1,SH600780,通宝能源
2,SH600654,ST中安
3,SH603877,太平鸟
4,SH600555,*ST海创
5,SH603838,四通股份
6,SH601226,华电重工
7,SH603089,正裕工业
8,SH600617,国新能源
9,SH601518,吉林高速
10,SH600857,宁波中百
11,SH603683,晶华新材
12,SH603099,长白山
13,SH603861,白云电器
14,SH600470,*ST六化
15,SH600311,*ST荣华
16,SH603090,宏盛股份
17,SH600652,ST游久
18,SH603188,ST亚邦
19,SH603269,海鸥股份
20,SH603038,华立股份
21,SH600721,ST百花
22,SH600714,金瑞矿业
23,SH600821,*ST劝业
24,SH600892,*ST大晟
25,SH600767,ST运盛
26,SH600189,吉林森工
27,SH600421,ST仰帆
28,SH600408,ST安泰
29,SH600870,ST厦华
30,SH600225,*ST松江
31,SH600280,*ST中商
32,SH600301,ST南化
33,SH600860,*ST京城
34,SH600696,ST岩石
35,SH603958,哈森股份
36,SH600358,*ST联合
37,SH600084,ST中葡
38,SH600193,ST创兴
39,SH600091,ST明科
40,SH603157,*ST拉夏
41,SH600725,ST云维
42,SH600815,*ST厦工
43,SH600319,ST亚星
44,SH600247,*ST成城
45,SH603555,*ST贵人
46,SH600817,ST宏盛
47,SH600462,*ST九有
48,SH600539,ST狮头
49,SH600956,新天绿能
50,SH600687,*ST刚泰
51,SH600423,ST柳化
52,SH600112,ST天成
53,SH600634,*ST富控
54,SH603389,*ST亚振
55,SH603996,*ST中新
56,SH601599,鹿港文化
57,SH600241,*ST时万
58,SH600385,ST金泰
59,SH600306,*ST商城
60,SH600234,ST山水
61,SH600265,ST景谷
62,SH600243,*ST海华
63,SH600228,ST昌九
64,SH603488,展鹏科技
65,SH600226,*ST瀚叶
66,SH603779,ST威龙
67,SH600145,*ST新亿
68,SH605199,葫芦娃
69,SH600069,退市银鸽
70,SH603922,金鸿顺
71,SH600460,士兰微
72,SH603633,徕木股份
73,SH600999,招商证券
74,SH600485,*ST信威
75,SH600610,*ST毅达
76,SH600267,海正药业
77,SH600891,*ST秋林
78,SH600701,*ST工新
79,SH600614,*ST鹏起
80,SH600677,*ST航通
